geoext:constituentPartIdentifier,geoext:name,geoext:language,geoext:nameType,geoext:nameIdentifier,geoext:classificationCode,geoext:isPreferredName,geoext:namePublishedIn,geoext:nameRemarks
ark:/65665/3cd8372b8-659c-47eb-934d-4f2f9cf44e71-0,Hematite,,,,,,,
ark:/65665/3ddfe17ca-a80f-41ac-8ffe-a8b9d0456953-0,Quartz,,,,,,,
ark:/65665/3e211a8f3-a0f7-49cb-ad5a-daa91aedd279-0,Ajoite,,,,,,,
ark:/65665/3e211a8f3-a0f7-49cb-ad5a-daa91aedd279-1,Quartz,,,,,,,
ark:/65665/309e6d6ed-9485-4767-aa10-22fb546d9a40-0,Pyrite,,,,,,,
ark:/65665/30189b6f6-65bf-4ca2-9733-f2f11f7cb541-0,Goosecreekite,,,,,,,
ark:/65665/3edf3df0f-c745-4c47-b00e-9c3ba6128b09-0,Metatorbernite,,,,,,,
ark:/65665/3f3b19e3b-a9f8-40e1-bf62-29e927d5c137-0,Lazulite,,,,,,,
ark:/65665/3f3b19e3b-a9f8-40e1-bf62-29e927d5c137-1,Pyrite,,,,,,,
ark:/65665/3e392aed3-4e3d-40f1-9f85-c5a6038d19be-0,Miersite,,,,,,,
ark:/65665/3e392aed3-4e3d-40f1-9f85-c5a6038d19be-1,Cuprite,,,,,,,
ark:/65665/3b4efd3e0-c118-4c4e-93c2-132991249dc9-0,Osarizawaite,,,,,,,
ark:/65665/3b4efd3e0-c118-4c4e-93c2-132991249dc9-1,Marshite,,,,,,,
ark:/65665/3b4efd3e0-c118-4c4e-93c2-132991249dc9-2,Copper,,,,,,,
ark:/65665/33f6941eb-f158-422e-bfe1-e7b47cc7247d-0,Quartz,,,,,,,
ark:/65665/33f6941eb-f158-422e-bfe1-e7b47cc7247d-1,Epidote,,,,,,,
ark:/65665/3420cfaed-4234-4b03-9ee7-7ff5dc933187-0,Beryllonite,,,,,,,
ark:/65665/3420cfaed-4234-4b03-9ee7-7ff5dc933187-1,Quartz,,,,,,,
ark:/65665/38e3ca414-e3c2-4718-af10-fb4149d3753c-0,Quartz,,,,,,,
ark:/65665/362503a0b-0d30-4eb6-b647-87ea10761dcd-0,Pyrite,,,,,,,
ark:/65665/362503a0b-0d30-4eb6-b647-87ea10761dcd-1,Calcite,,,,,,,
ark:/65665/37e2cb8cb-713f-452f-ba69-d2e3b35bb884-0,Stibnite,,,,,,,
ark:/65665/37e2cb8cb-713f-452f-ba69-d2e3b35bb884-1,Sulfur,,,,,,,
ark:/65665/37e2cb8cb-713f-452f-ba69-d2e3b35bb884-2,Stibiconite,,,,,,,
ark:/65665/336cf788b-3deb-451b-9862-3e88c8ddb81a-0,Psilomelane,,,,,,,
ark:/65665/336cf788b-3deb-451b-9862-3e88c8ddb81a-1,Baryte,,,,,,,
ark:/65665/3f07ec95c-c027-42c2-9620-c1c1410a44af-0,Datolite,,,,,,,
ark:/65665/382602724-b513-45cd-a9e4-94fff8601463-0,Malachite,,,,,,,
ark:/65665/382602724-b513-45cd-a9e4-94fff8601463-1,Azurite,,,,,,,
ark:/65665/3fab23596-cca4-4713-a971-0862a51e254c-0,Lepidolite,,,,,,,
ark:/65665/3fab23596-cca4-4713-a971-0862a51e254c-1,Elbaite,,,,,,,
ark:/65665/31824dcac-9532-48b6-8ec4-aa6490ab9fae-0,Lepidolite,,,,,,,
ark:/65665/31824dcac-9532-48b6-8ec4-aa6490ab9fae-1,Elbaite,,,,,,,
ark:/65665/38c8c08ef-c2ed-4a60-b0d1-2585bf2b77fd-0,Quartz,,,,,,,
ark:/65665/38c8c08ef-c2ed-4a60-b0d1-2585bf2b77fd-1,Elbaite,,,,,,,
ark:/65665/38c8c08ef-c2ed-4a60-b0d1-2585bf2b77fd-2,Albite,,,,,,,
ark:/65665/38c8c08ef-c2ed-4a60-b0d1-2585bf2b77fd-3,Lepidolite,,,,,,,
ark:/65665/371fc1140-4b31-4b25-9c38-b6949f1759a2-0,Stolzite,,,,,,,
ark:/65665/371fc1140-4b31-4b25-9c38-b6949f1759a2-1,Scheelite,,,,,,,
ark:/65665/371fc1140-4b31-4b25-9c38-b6949f1759a2-2,Quartz,,,,,,,
ark:/65665/31ba29eb0-850c-4fce-8065-55b456cecee5-0,Malachite,,,,,,,
ark:/65665/31ba29eb0-850c-4fce-8065-55b456cecee5-1,Azurite,,,,,,,
ark:/65665/356c67075-f497-44b0-8153-56b045edb6a9-0,Tugtupite,,,,,,,
ark:/65665/361231b61-6d20-4955-aa7b-c7217aca5bc2-0,Smithsonite,,,,,,,
ark:/65665/3902a21dc-b85f-4217-8ab4-aa9233583d8f-0,Bikitaite,,,,,,,
ark:/65665/3ce4bd02a-c5b9-4877-a6d0-8aa89e2fc916-0,Djurleite,,,,,,,
ark:/65665/3b0122c4a-52ca-4090-b8e7-6ad62513189b-0,Vivianite (var. kertschenite),,,,,,,
ark:/65665/3b0122c4a-52ca-4090-b8e7-6ad62513189b-1,Bobierrite,,,,,,,
ark:/65665/3b0122c4a-52ca-4090-b8e7-6ad62513189b-2,Santabarbaraite,,,,,,,
ark:/65665/35bd8ee38-5856-4ba4-9ccf-287553afe9f5-0,Chrysocolla,,,,,,,
ark:/65665/309bc0c06-463d-46dc-8698-c7faf9e4e510-0,Sulfur,,,,,,,
ark:/65665/345a5b191-93c0-4b59-823c-af29f386aafa-0,Datolite,,,,,,,
ark:/65665/345a5b191-93c0-4b59-823c-af29f386aafa-1,Quartz,,,,,,,
ark:/65665/37af3677d-5f21-4f05-9362-311c0bb75cb2-0,Calcite,,,,,,,
ark:/65665/37af3677d-5f21-4f05-9362-311c0bb75cb2-1,Cavansite,,,,,,,
ark:/65665/37af3677d-5f21-4f05-9362-311c0bb75cb2-2,Stilbite,,,,,,,
ark:/65665/38f5b72ed-6f9e-4572-8542-59feb14f6a7d-0,Diamond,,,,,,,
ark:/65665/32ee455d6-ea4d-4aba-be4d-bcac88770abb-0,Beryl (var. emerald),,,,,,,
ark:/65665/38210d67c-6343-49bd-bc0c-e1b016bfb4c5-0,Corundum,,,,,,,
ark:/65665/331381356-eccf-47c2-9159-c933f43bb7c8-0,Corundum,,,,,,,
ark:/65665/3f8bdbd86-b9ef-4901-9e71-c9b05fc26749-0,Diamond,,,,,,,
ark:/65665/31aac7b9a-6212-4df7-a78d-aef369f1f3e7-0,Quartz,,,,,,,
ark:/65665/3b3e63192-f7ba-4e89-82a3-d03b29857195-0,Rutile,,,,,,,
ark:/65665/3b3e63192-f7ba-4e89-82a3-d03b29857195-1,Hematite,,,,,,,
ark:/65665/3adb3f85b-ddb2-49a0-80e5-afe6d92ee5bf-0,Beryl (var. emerald),,,,,,,
ark:/65665/3bd1fbd58-89ed-4d22-88af-72619ee6330c-0,Quartz,,,,,,,
ark:/65665/3bd1fbd58-89ed-4d22-88af-72619ee6330c-1,Actinolite,,,,,,,
ark:/65665/3c7bb9817-448c-4946-80a6-6e1e6695f0d1-0,Prehnite,,,,,,,
ark:/65665/3aec170a2-4c39-4e06-b291-b83d97afc98a-0,Prehnite,,,,,,,
ark:/65665/3aec170a2-4c39-4e06-b291-b83d97afc98a-1,Grossular,,,,,,,
ark:/65665/381b4e8a8-fcc9-4fb3-82ac-e687b20e77b8-0,Prehnite,,,,,,,
ark:/65665/381b4e8a8-fcc9-4fb3-82ac-e687b20e77b8-1,Diopside,,,,,,,
ark:/65665/3696c960e-2bc3-4eeb-99e4-a94c26e32fe7-0,Sperrylite,,,,,,,
ark:/65665/3696c960e-2bc3-4eeb-99e4-a94c26e32fe7-1,Chalcopyrite,,,,,,,
ark:/65665/38e6d7a9a-5d2b-42f9-a0bf-d2d4dc486ed8-0,Fluorapatite,,,,,,,
ark:/65665/311fb0454-38ab-4990-98ae-79fa4ec759b8-0,Graphite,,,,,,,
ark:/65665/3b225a5e6-c0d2-408a-af99-9dc7141c5300-0,Sphalerite,,,,,,,
ark:/65665/3b225a5e6-c0d2-408a-af99-9dc7141c5300-1,Dolomite,,,,,,,
ark:/65665/3a79cb892-4372-43b5-a2d1-72ecfa7a79b6-0,Limestone,,,,,,,
ark:/65665/3230ea767-3276-426c-955c-f66eb5869d4f-0,Siltstone,,,,,,,
ark:/65665/3a7002a2e-0350-495d-ab15-270243e89c7f-0,Tuff,,,,,,,
ark:/65665/34c0b8f5a-10f0-468b-af6f-b8f4ad9e1998-0,Tuff,,,,,,,
ark:/65665/3edd9cd93-74fa-4408-9e88-9e40f6b17985-0,Alaskite,,,,,,,
ark:/65665/3edd9cd93-74fa-4408-9e88-9e40f6b17985-1,Biotite,,,,,,,
ark:/65665/366edcf3e-09b7-4122-bdc6-0d785c953a0a-0,Gneiss,,,,,,,
ark:/65665/32d17fd3a-1c0e-4b0b-81bd-4517dfae2543-0,Quartz-monzonite,,,,,,,
ark:/65665/32d17fd3a-1c0e-4b0b-81bd-4517dfae2543-1,Biotite,,,,,,,
ark:/65665/3f853315e-348a-4982-a51d-a386c43f6a94-0,Gneiss,,,,,,,
ark:/65665/30b6d040d-f7a1-4d41-b988-0ffe5d9107e3-0,Garnet gneiss,,,,,,,
ark:/65665/38fb826c4-7b0b-4d15-b0db-b9308fdb6691-0,Tuff,,,,,,,
ark:/65665/319ef64f2-b22d-41ba-a83f-2c442f9eabdd-0,Granodiorite,,,,,,,
ark:/65665/319ef64f2-b22d-41ba-a83f-2c442f9eabdd-1,Hornblende,,,,,,,
ark:/65665/3cd8bbaa2-eafe-4a45-90f4-7d6a1a0a7275-0,Diorite,,,,,,,
ark:/65665/3f142e2b6-a978-4ce0-9b67-1f42f3b84343-0,Quartz-monzonite,,,,,,,
ark:/65665/3f142e2b6-a978-4ce0-9b67-1f42f3b84343-1,Biotite,,,,,,,
ark:/65665/37f0a82a4-96b8-443d-adbc-9de6929927e0-0,Quartz-monzonite,,,,,,,
ark:/65665/330e67881-e654-4e3c-93ee-62e89e216d78-0,Contact rock,,,,,,,
ark:/65665/31556eda8-8de5-4da2-8483-f975b19ac86c-0,Gabbro,,,,,,,
ark:/65665/34747acf6-09fb-41d1-8632-3b7d32ae47f1-0,Granodiorite,,,,,,,
ark:/65665/305913522-d30d-4ad4-924b-1b0b10f3ab99-0,Granodiorite,,,,,,,
ark:/65665/305913522-d30d-4ad4-924b-1b0b10f3ab99-1,Biotite,,,,,,,
ark:/65665/339f6554f-50fb-4b92-9ada-78107a5b82f7-0,Tripuhyite (var. squawcreekite),,,,,,,
ark:/65665/339f6554f-50fb-4b92-9ada-78107a5b82f7-1,Rhyolite,,,,,,,
ark:/65665/360125363-1d13-41a4-b3bc-07bdce2a8e45-0,Weloganite,,,,,,,
ark:/65665/360125363-1d13-41a4-b3bc-07bdce2a8e45-1,Stellerite,,,,,,,
ark:/65665/3d4e42acb-c751-4e03-a7f5-ebf3a12796c7-0,Weloganite,,,,,,,
ark:/65665/3d4e42acb-c751-4e03-a7f5-ebf3a12796c7-1,Dawsonite,,,,,,,
ark:/65665/3d8a0f98c-eb00-4dcc-8f96-4dfd2b8e35ba-0,Weloganite,,,,,,,
ark:/65665/3d8a0f98c-eb00-4dcc-8f96-4dfd2b8e35ba-1,Marcasite,,,,,,,
ark:/65665/321cbdbbe-5107-4e5e-a90a-959a70d0cd49-0,Weloganite,,,,,,,
ark:/65665/321cbdbbe-5107-4e5e-a90a-959a70d0cd49-1,Strontiodresserite,,,,,,,
ark:/65665/321cbdbbe-5107-4e5e-a90a-959a70d0cd49-2,Dawsonite,,,,,,,
ark:/65665/321cbdbbe-5107-4e5e-a90a-959a70d0cd49-3,Unknown,,,,,,,
ark:/65665/3a311080f-7fab-4470-801d-0611a11e6271-0,Weloganite,,,,,,,
ark:/65665/371770991-e1d0-4c97-825d-217cd4eb6e4e-0,Weloganite,,,,,,,
ark:/65665/371770991-e1d0-4c97-825d-217cd4eb6e4e-1,Strontiodresserite,,,,,,,
ark:/65665/371770991-e1d0-4c97-825d-217cd4eb6e4e-2,Dawsonite,,,,,,,
ark:/65665/371770991-e1d0-4c97-825d-217cd4eb6e4e-3,Unknown,,,,,,,
ark:/65665/3c14894c3-0813-4fc8-a92f-ef5fb4cb5ce6-0,Hematite,,,,,,,
ark:/65665/3fe751a43-456a-446a-abfe-9284d84e4cb9-0,Hematite,,,,,,,
ark:/65665/36022a966-7889-4d3a-8ff0-3b25d74c9da2-0,Marcasite,,,,,,,
ark:/65665/36022a966-7889-4d3a-8ff0-3b25d74c9da2-1,Sphalerite,,,,,,,
ark:/65665/33a540226-3be3-4964-9e3a-bd19e5ad4314-0,Romanèchite,,,,,,,
ark:/65665/33a540226-3be3-4964-9e3a-bd19e5ad4314-1,Quartz,,,,,,,
ark:/65665/3fe219ffa-b84b-4f38-b7d9-f8a115ab63e8-0,Romanèchite,,,,,,,
ark:/65665/3a37a0f5e-6254-42cd-8002-1f947ad5a3fe-0,Xenotime,,,,,,,
ark:/65665/3a37a0f5e-6254-42cd-8002-1f947ad5a3fe-1,Rutile,,,,,,,
ark:/65665/3f273fde2-84ab-4da0-a75f-d8171b5c2e87-0,Quartz,,,,,,,
ark:/65665/3f273fde2-84ab-4da0-a75f-d8171b5c2e87-1,Rutile,,,,,,,
ark:/65665/3367e6f72-3f81-4e72-a461-9d4ae880288b-0,Brucite,,,,,,,
ark:/65665/31b2a2499-afa4-42e5-a31c-79b7a5d658f9-0,Brucite,,,,,,,
ark:/65665/3832a3f95-27b7-402b-ace7-36ffe713858d-0,Elbaite,,,,,,,
ark:/65665/3815e3347-886d-4be1-be4b-49f787e806f4-0,Elbaite,,,,,,,
ark:/65665/373daf31f-009c-4435-bebe-bbacf0182ab5-0,Turquoise,,,,,,,
ark:/65665/373daf31f-009c-4435-bebe-bbacf0182ab5-1,Crandallite,,,,,,,
ark:/65665/342e7909e-d076-480b-bb76-93e38290dec2-0,Turquoise,,,,,,,
ark:/65665/357678448-4187-4b9b-b642-d9400e179164-0,Acanthite,,,,,,,
ark:/65665/357678448-4187-4b9b-b642-d9400e179164-1,Sphalerite,,,,,,,
ark:/65665/357678448-4187-4b9b-b642-d9400e179164-2,Calcite,,,,,,,
ark:/65665/322fdf490-a31a-4b80-a813-ee20613c89bb-0,Galena,,,,,,,
ark:/65665/322fdf490-a31a-4b80-a813-ee20613c89bb-1,Marcasite,,,,,,,
ark:/65665/3698ce69e-5749-485c-8668-210cc5e74959-0,Stilbite,,,,,,,
ark:/65665/327277591-9b39-4903-88c8-1db0298b4d14-0,Gypsum (var. selenite),,,,,,,
ark:/65665/3679df2e1-bda2-428a-9254-50fe1bcb65cc-0,Fluorapatite,,,,,,,
ark:/65665/3679df2e1-bda2-428a-9254-50fe1bcb65cc-1,Siderite,,,,,,,
ark:/65665/3cccda403-f255-4f22-bc0b-6f47a76063ea-0,Stibnite,,,,,,,
ark:/65665/354b61cd2-e633-4827-8a62-6c0781ee3931-0,Copper,,,,,,,
ark:/65665/3d4947cb1-eeea-4446-898e-61b6a0291eaf-0,Ettringite,,,,,,,
ark:/65665/3d4947cb1-eeea-4446-898e-61b6a0291eaf-1,Bultfonteinite,,,,,,,
ark:/65665/3d4947cb1-eeea-4446-898e-61b6a0291eaf-2,Oyelite,,,,,,,
ark:/65665/301332ea3-05d0-479a-82cd-250a2809e1f5-0,Clinozoisite,,,,,,,
ark:/65665/38be53505-cbc9-4e92-bb41-897e04215277-0,Spinel,,,,,,,
ark:/65665/3d4852408-6422-4856-813f-9a9c92b765d7-0,Elbaite,,,,,,,
ark:/65665/37c6e4808-0512-4168-b6d1-ef51fe1d7a43-0,Elbaite,,,,,,,
ark:/65665/33f23c407-3255-45fb-9f7d-daf21a0dbf11-0,Pyrope (var. rhodolite),,,,,,,
ark:/65665/316ea8da4-d72f-4600-b315-160c1e61a425-0,Topaz,,,,,,,
ark:/65665/319d82fa8-550d-4434-aa77-98ad005dc173-0,Spodumene,,,,,,,
ark:/65665/3c28b6d1a-267d-4a3d-b5d2-142a4e275274-0,Beryl (var. aquamarine),,,,,,,
ark:/65665/3099bf293-2d1f-43eb-a33a-8643f57e481f-0,Topaz,,,,,,,
ark:/65665/3fc04ead7-7611-4fcf-a82e-c4f3a4c268b4-0,Beryl (var. emerald),,,,,,,
ark:/65665/38995d8d5-576a-4147-9765-ff1a7c1d3391-0,Spinel,,,,,,,
ark:/65665/37e67665e-befd-4397-8b4e-39527ef6335f-0,Spinel,,,,,,,
ark:/65665/3360feb7f-24d0-478d-8120-f87fdad90c4d-0,Granodiorite,,,,,,,
ark:/65665/3afb576f2-0b6d-4bf4-933f-aaa3418d35b7-0,Granitoid,,,,,,,
ark:/65665/307fd8ac9-ed4a-431d-b187-d5a502f63938-0,Schist,,,,,,,
ark:/65665/3ac2fa737-cce4-4492-aafe-d539b2dc5f6b-0,Schist,,,,,,,
ark:/65665/32e13d66e-65f1-496d-9313-e03226e88216-0,Chrysocolla,,,,,,,
ark:/65665/32e13d66e-65f1-496d-9313-e03226e88216-1,Quartz,,,,,,,
ark:/65665/304ebde0d-45e0-4eb1-9ac0-e4354e2041ae-0,Chlorite schist,,,,,,,
ark:/65665/34c403323-a185-47ff-beee-012d2ff80e50-0,Chlorite schist,,,,,,,
ark:/65665/3113d8d5a-85c0-4bfa-942c-aab3f79a8061-0,Quartzite,,,,,,,
ark:/65665/3586ae035-ce6a-4daf-831c-304a3f03076a-0,Quartzite,,,,,,,
ark:/65665/32d6edc21-2fdc-438b-b29d-4b5f4814f699-0,Quartzite,,,,,,,
ark:/65665/3575fc89f-cada-492a-bc4d-a24eab7c2d36-0,Chlorite schist,,,,,,,
ark:/65665/3a2ad65fb-1d89-4731-8246-fe4f677d2a78-0,Chlorite schist,,,,,,,
ark:/65665/34d6d507c-9d56-417e-94a7-24bfce16a44b-0,Chloritic schist,,,,,,,
ark:/65665/395f78e25-71c5-478a-aea2-174ec09d5dd1-0,Quartzite,,,,,,,
ark:/65665/34f86e809-5acc-4ffc-939c-79e9f19dcc71-0,Gneiss,,,,,,,
ark:/65665/3def66343-1fd3-4b55-827a-4d5d704a1042-0,Amphibolite schist,,,,,,,
ark:/65665/34fb64860-e968-4fd5-8ea2-310923cb652e-0,Biotite quartzite,,,,,,,
ark:/65665/3a57ba12b-265f-4172-9cd6-a9f90cdb818a-0,Gneissic schist,,,,,,,
ark:/65665/3912885f3-7c01-471c-b7dc-a537f8d1305a-0,Manganite,,,,,,,
ark:/65665/361484188-ff33-45ac-9efc-2c4eb304d86b-0,Silver,,,,,,,
ark:/65665/361484188-ff33-45ac-9efc-2c4eb304d86b-1,Acanthite,,,,,,,
ark:/65665/3bab61f83-4d94-413a-ab33-398e7f932747-0,Volborthite,,,,,,,
ark:/65665/3d2d74c59-1325-48ce-94cd-e2ba49382e0d-0,Vésigniéite,,,,,,,
ark:/65665/3bef93001-c4b9-4bd6-a4c3-3cf095c1656c-0,Periclase marble,,,,,,,
ark:/65665/3b62a3fdb-eb41-4326-8958-16cda3154270-0,Amphibole-biotite limestone,,,,,,,
ark:/65665/3e768592c-1dd3-4108-b70f-bf0c1d05d9ff-0,Limestone,,,,,,,
ark:/65665/3e768592c-1dd3-4108-b70f-bf0c1d05d9ff-1,Muscovite,,,,,,,
ark:/65665/3e768592c-1dd3-4108-b70f-bf0c1d05d9ff-2,Paragonite,,,,,,,
ark:/65665/3e768592c-1dd3-4108-b70f-bf0c1d05d9ff-3,Chlorite,,,,,,,
ark:/65665/3e768592c-1dd3-4108-b70f-bf0c1d05d9ff-4,Ankerite,,,,,,,
ark:/65665/3e768592c-1dd3-4108-b70f-bf0c1d05d9ff-5,Calcite,,,,,,,
ark:/65665/3e768592c-1dd3-4108-b70f-bf0c1d05d9ff-6,Plagioclase,,,,,,,
ark:/65665/3e768592c-1dd3-4108-b70f-bf0c1d05d9ff-7,Quartz,,,,,,,
ark:/65665/3e768592c-1dd3-4108-b70f-bf0c1d05d9ff-8,Rutile,,,,,,,
ark:/65665/3e768592c-1dd3-4108-b70f-bf0c1d05d9ff-9,Pyrrhotite,,,,,,,
ark:/65665/3e768592c-1dd3-4108-b70f-bf0c1d05d9ff-10,Chalcopyrite,,,,,,,
ark:/65665/3e768592c-1dd3-4108-b70f-bf0c1d05d9ff-11,Graphite,,,,,,,
ark:/65665/3d63d2832-4176-4036-9eee-ce406ad71e5e-0,Amphibole-biotite limestone,,,,,,,
ark:/65665/3c0ecf771-c321-4f39-8112-b3013eb0b199-0,Amphibole-biotite limestone,,,,,,,
ark:/65665/3be977f05-62b3-4d0a-82c9-80a247b27373-0,Biotite limestone,,,,,,,
ark:/65665/38fabc878-a7b1-4712-ad13-1bd46c1e2e1d-0,Biotite limestone,,,,,,,
ark:/65665/38fabc878-a7b1-4712-ad13-1bd46c1e2e1d-1,Biotite,,,,,,,
ark:/65665/38fabc878-a7b1-4712-ad13-1bd46c1e2e1d-2,Chlorite,,,,,,,
ark:/65665/38fabc878-a7b1-4712-ad13-1bd46c1e2e1d-3,Amphibole,,,,,,,
ark:/65665/38fabc878-a7b1-4712-ad13-1bd46c1e2e1d-4,Calcite,,,,,,,
ark:/65665/38fabc878-a7b1-4712-ad13-1bd46c1e2e1d-5,Plagioclase,,,,,,,
ark:/65665/38fabc878-a7b1-4712-ad13-1bd46c1e2e1d-6,Quartz,,,,,,,
ark:/65665/38fabc878-a7b1-4712-ad13-1bd46c1e2e1d-7,Rutile,,,,,,,
ark:/65665/38fabc878-a7b1-4712-ad13-1bd46c1e2e1d-8,Sphene,,,,,,,
ark:/65665/38fabc878-a7b1-4712-ad13-1bd46c1e2e1d-9,Pyrrhotite,,,,,,,
ark:/65665/38fabc878-a7b1-4712-ad13-1bd46c1e2e1d-10,Graphite,,,,,,,
ark:/65665/3cb84cbd0-f005-4a78-9749-57b6c4e44df5-0,Biotite-garnet schist,,,,,,,
ark:/65665/397833d98-7c12-43ee-9fdd-5af01883d4c1-0,Limestone,,,,,,,
ark:/65665/3a470594b-2cba-481a-a851-b583506c28de-0,Diopside marble,,,,,,,
ark:/65665/36b79b90d-e3e8-4ca2-8abe-a61379cefefe-0,Limestone,,,,,,,
ark:/65665/3956f6ce3-7c9c-4d11-9e56-394868ac066b-0,Limestone,,,,,,,
ark:/65665/39a54e5b2-f214-4665-9baa-48a651511b63-0,Limestone,,,,,,,
ark:/65665/31244cea6-0296-4df8-a867-97aba2ff7b50-0,Limestone,,,,,,,
ark:/65665/31244cea6-0296-4df8-a867-97aba2ff7b50-1,Muscovite,,,,,,,
ark:/65665/31244cea6-0296-4df8-a867-97aba2ff7b50-2,Paragonite,,,,,,,
ark:/65665/31244cea6-0296-4df8-a867-97aba2ff7b50-3,Ankerite,,,,,,,
ark:/65665/31244cea6-0296-4df8-a867-97aba2ff7b50-4,Calcite,,,,,,,
ark:/65665/31244cea6-0296-4df8-a867-97aba2ff7b50-5,Plagioclase,,,,,,,
ark:/65665/31244cea6-0296-4df8-a867-97aba2ff7b50-6,Quartz,,,,,,,
ark:/65665/31244cea6-0296-4df8-a867-97aba2ff7b50-7,Rutile,,,,,,,
ark:/65665/31244cea6-0296-4df8-a867-97aba2ff7b50-8,Pyrite,,,,,,,
ark:/65665/31244cea6-0296-4df8-a867-97aba2ff7b50-9,Pyrrhotite,,,,,,,
ark:/65665/31244cea6-0296-4df8-a867-97aba2ff7b50-10,Chalcopyrite,,,,,,,
ark:/65665/31244cea6-0296-4df8-a867-97aba2ff7b50-11,Graphite,,,,,,,
ark:/65665/3e090a929-0b84-403e-8f80-067a7bce3439-0,Limestone,,,,,,,
ark:/65665/304a5c691-c746-4c24-8d1e-6fb2200d9ce5-0,Limestone,,,,,,,
ark:/65665/304a5c691-c746-4c24-8d1e-6fb2200d9ce5-1,Muscovite,,,,,,,
ark:/65665/304a5c691-c746-4c24-8d1e-6fb2200d9ce5-2,Ankerite,,,,,,,
ark:/65665/304a5c691-c746-4c24-8d1e-6fb2200d9ce5-3,Calcite,,,,,,,
ark:/65665/304a5c691-c746-4c24-8d1e-6fb2200d9ce5-4,Plagioclase,,,,,,,
ark:/65665/304a5c691-c746-4c24-8d1e-6fb2200d9ce5-5,Quartz,,,,,,,
ark:/65665/304a5c691-c746-4c24-8d1e-6fb2200d9ce5-6,Rutile,,,,,,,
ark:/65665/304a5c691-c746-4c24-8d1e-6fb2200d9ce5-7,Pyrite,,,,,,,
ark:/65665/304a5c691-c746-4c24-8d1e-6fb2200d9ce5-8,Pyrrhotite,,,,,,,
ark:/65665/304a5c691-c746-4c24-8d1e-6fb2200d9ce5-9,Chalcopyrite,,,,,,,
ark:/65665/304a5c691-c746-4c24-8d1e-6fb2200d9ce5-10,Graphite,,,,,,,
ark:/65665/3af142926-12bd-44cc-8172-e3e909afbf6b-0,Biotite marble,,,,,,,
ark:/65665/3f0390a0f-68ab-42dc-8db3-dd33f66ba315-0,Biotite marble,,,,,,,
ark:/65665/3025e5921-1c4e-46f8-88bb-1bef1cdfc767-0,Biotite-garnet schist,,,,,,,
ark:/65665/3e7a2eef6-bfe8-4013-b0d7-1367eb9c24b4-0,Marble,,,,,,,
ark:/65665/33b526964-5618-4480-860f-e2762981d190-0,Limestone,,,,,,,
ark:/65665/33b526964-5618-4480-860f-e2762981d190-1,Muscovite,,,,,,,
ark:/65665/33b526964-5618-4480-860f-e2762981d190-2,Ankerite,,,,,,,
ark:/65665/33b526964-5618-4480-860f-e2762981d190-3,Calcite,,,,,,,
ark:/65665/33b526964-5618-4480-860f-e2762981d190-4,Plagioclase,,,,,,,
ark:/65665/33b526964-5618-4480-860f-e2762981d190-5,Quartz,,,,,,,
ark:/65665/33b526964-5618-4480-860f-e2762981d190-6,Rutile,,,,,,,
ark:/65665/33b526964-5618-4480-860f-e2762981d190-7,Pyrite,,,,,,,
ark:/65665/33b526964-5618-4480-860f-e2762981d190-8,Pyrrhotite,,,,,,,
ark:/65665/33b526964-5618-4480-860f-e2762981d190-9,Graphite,,,,,,,
ark:/65665/37fb91e19-a6e0-4763-93b2-d9584388126f-0,Limestone,,,,,,,
ark:/65665/389e19cff-3941-4dd6-91bc-33b45fe2c47d-0,Limestone,,,,,,,
ark:/65665/3d2094053-7149-4879-83d0-6fbc6666039f-0,Limestone,,,,,,,
ark:/65665/389807e07-b222-4427-a96e-640d5b3250ac-0,Limestone,,,,,,,
ark:/65665/38aefb722-8452-4023-9f47-b43117dae490-0,Limestone,,,,,,,
ark:/65665/37c92021f-534d-4ef8-8dda-8a109f4022ce-0,Limestone,,,,,,,
ark:/65665/36f7bb87c-d235-451d-93f6-128c97d1bf54-0,Limestone,,,,,,,
ark:/65665/3fcb75624-3370-42d5-b34f-235ae2d579e8-0,Biotite limestone,,,,,,,
ark:/65665/3102cbecc-e400-4608-9d9c-2b3c19bd46ec-0,Biotite-garnet schist,,,,,,,
ark:/65665/3102cbecc-e400-4608-9d9c-2b3c19bd46ec-1,Muscovite,,,,,,,
ark:/65665/3102cbecc-e400-4608-9d9c-2b3c19bd46ec-2,Biotite,,,,,,,
ark:/65665/3102cbecc-e400-4608-9d9c-2b3c19bd46ec-3,Chlorite,,,,,,,
ark:/65665/3102cbecc-e400-4608-9d9c-2b3c19bd46ec-4,Ankerite,,,,,,,
ark:/65665/3102cbecc-e400-4608-9d9c-2b3c19bd46ec-5,Calcite,,,,,,,
ark:/65665/3102cbecc-e400-4608-9d9c-2b3c19bd46ec-6,Plagioclase,,,,,,,
ark:/65665/3102cbecc-e400-4608-9d9c-2b3c19bd46ec-7,Garnet,,,,,,,
ark:/65665/3102cbecc-e400-4608-9d9c-2b3c19bd46ec-8,Clinozoisite,,,,,,,
ark:/65665/3102cbecc-e400-4608-9d9c-2b3c19bd46ec-9,Quartz,,,,,,,
ark:/65665/3102cbecc-e400-4608-9d9c-2b3c19bd46ec-10,Rutile,,,,,,,
ark:/65665/3102cbecc-e400-4608-9d9c-2b3c19bd46ec-11,Ilmenite,,,,,,,
