geoext:constituentPartIdentifier,geoext:name,geoext:language,geoext:nameType,geoext:nameIdentifier,geoext:classificationCode,geoext:isPreferredName,geoext:namePublishedIn,geoext:nameRemarks
emu:/test/etaxonomy/1004082-0,Diopside (var. diallage),,,,,,,
emu:/test/etaxonomy/1014903-2,Viridine,,,,,,,
emu:/test/etaxonomy/1012000-0,Roscoelite,,,,,,,
emu:/test/etaxonomy/1004148-3,Diopside,,,,,,,
emu:/test/etaxonomy/1008531-5,Marcasite,,,,,,,
emu:/test/etaxonomy/1008825-0,Metatyuyamunite,,,,,,,
emu:/test/etaxonomy/1015592-0,Zwieselite,,,,,,,
emu:/test/etaxonomy/1002569-1,Camsellite,,,,,,,
emu:/test/etaxonomy/1006506-0,Hollandite,,,,,,,
emu:/test/etaxonomy/1013699-2,Sturtite,,,,,,,
emu:/test/etaxonomy/1013699-0,Sturtite,,,,,,,
emu:/test/etaxonomy/1004340-0,Dresserite,,,,,,,
emu:/test/etaxonomy/1013671-1,Strontianite,,,,,,,
emu:/test/etaxonomy/1015138-0,Weloganite,,,,,,,
emu:/test/etaxonomy/1003708-1,Coronadite,,,,,,,
emu:/test/etaxonomy/1014898-0,Diopside (var. violan),,,,,,,
emu:/test/etaxonomy/1001682-0,Barytocalcite,,,,,,,
emu:/test/etaxonomy/1013573-0,Stenonite,,,,,,,
emu:/test/etaxonomy/1005464-0,Glaucophane,,,,,,,
emu:/test/etaxonomy/1015547-1,Zinnwaldite,,,,,,,
emu:/test/etaxonomy/1014094-2,Thaumasite,,,,,,,
emu:/test/etaxonomy/1010211-0,Paragonite,,,,,,,
emu:/test/etaxonomy/1008975-0,Minnesotaite,,,,,,,
emu:/test/etaxonomy/1013417-1,Spangolite,,,,,,,
emu:/test/etaxonomy/1010140-0,Ozocerite,,,,,,,
emu:/test/etaxonomy/1010514-0,Petroleum,,,,,,,
emu:/test/etaxonomy/1012740-0,Schuilingite,,,,,,,
emu:/test/etaxonomy/1001953-0,Berzeliite,,,,,,,
emu:/test/etaxonomy/1013444-2,Spessartine,,,,,,,
emu:/test/etaxonomy/1007020-0,Iranite,,,,,,,
emu:/test/etaxonomy/1005054-1,Francolite,,,,,,,
emu:/test/etaxonomy/1006342-1,Hedyphane,,,,,,,
emu:/test/etaxonomy/1007851-1,Olivenite (var. leucochalcite),,,,,,,
emu:/test/etaxonomy/1006173-0,Metacinnabar (var. guadalcazarite),,,,,,,
emu:/test/etaxonomy/1004256-0,Djurleite,,,,,,,
emu:/test/etaxonomy/1002356-1,Brunckite,,,,,,,
emu:/test/etaxonomy/1013852-0,Sylvanite,,,,,,,
emu:/test/etaxonomy/1002576-1,Cancrinite,,,,,,,
emu:/test/etaxonomy/1014648-0,Umangite,,,,,,,
emu:/test/etaxonomy/1001952-1,Berzelianite,,,,,,,
emu:/test/etaxonomy/1006474-1,Hilgardite-3tc,,,,,,,
emu:/test/etaxonomy/1002098-0,Blödite,,,,,,,
emu:/test/etaxonomy/1002384-0,Burkeite,,,,,,,
emu:/test/etaxonomy/1013413-0,Spadaite,,,,,,,
emu:/test/etaxonomy/1007165-0,Jennite,,,,,,,
emu:/test/etaxonomy/1012401-1,Scawtite,,,,,,,
emu:/test/etaxonomy/1010792-2,Plombièrite,,,,,,,
emu:/test/etaxonomy/1014230-3,Tobermorite-14a,,,,,,,
emu:/test/etaxonomy/1011755-0,Variscite (var. redondite),,,,,,,
emu:/test/etaxonomy/1001900-0,Beraunite,,,,,,,
emu:/test/etaxonomy/1002425-0,Cafarsite,,,,,,,
emu:/test/etaxonomy/1010809-0,Plumbonacrite,,,,,,,
emu:/test/etaxonomy/1015146-0,Wermlandite,,,,,,,
emu:/test/etaxonomy/1015141-0,Wendwilsonite,,,,,,,
emu:/test/etaxonomy/1014768-1,Uranpyrochlore,,,,,,,
emu:/test/etaxonomy/1003106-3,Chlorargyrite,,,,,,,
emu:/test/etaxonomy/1007924-1,Lievrite,,,,,,,
emu:/test/etaxonomy/1006224-0,Gyrolite,,,,,,,
emu:/test/etaxonomy/1001297-0,Ardealite,,,,,,,
emu:/test/etaxonomy/1004709-1,Famatinite-luzonite,,,,,,,
emu:/test/etaxonomy/1002433-3,Calaverite,,,,,,,
emu:/test/etaxonomy/1014075-4,Tetrahedrite,,,,,,,
emu:/test/etaxonomy/1005703-5,Gold,,,,,,,
emu:/test/etaxonomy/1002953-6,Chalcopyrite,,,,,,,
emu:/test/etaxonomy/1002047-7,Bismuthinite,,,,,,,
emu:/test/etaxonomy/1014009-8,Tellurium,,,,,,,
emu:/test/etaxonomy/1003887-1,Cyanotrichite,,,,,,,
emu:/test/etaxonomy/1014200-0,Tirodite,,,,,,,
emu:/test/etaxonomy/1003789-0,Cryolite,,,,,,,
emu:/test/etaxonomy/1010843-1,Polybasite,,,,,,,
emu:/test/etaxonomy/1013582-2,Sternbergite,,,,,,,
emu:/test/etaxonomy/1001382-3,Arsenic,,,,,,,
emu:/test/etaxonomy/1011762-0,Reevesite,,,,,,,
emu:/test/etaxonomy/1010277-0,Parsonsite,,,,,,,
emu:/test/etaxonomy/1002921-1,Chalcoalumite,,,,,,,
emu:/test/etaxonomy/1002301-0,Breithauptite,,,,,,,
emu:/test/etaxonomy/1013133-2,Silver,,,,,,,
emu:/test/etaxonomy/1000681-0,Allargentum,,,,,,,
emu:/test/etaxonomy/1012142-0,Samsonite,,,,,,,
emu:/test/etaxonomy/1001342-0,Argyrodite,,,,,,,
emu:/test/etaxonomy/1010836-0,Pollucite,,,,,,,
emu:/test/etaxonomy/1003404-0,Coalingite,,,,,,,
emu:/test/etaxonomy/1008835-0,Metavoltine,,,,,,,
emu:/test/etaxonomy/1011950-0,Riversideite,,,,,,,
emu:/test/etaxonomy/1010519-0,Petzite,,,,,,,
emu:/test/etaxonomy/1007406-0,Kingite,,,,,,,
emu:/test/etaxonomy/1010801-0,Plumboferrite,,,,,,,
emu:/test/etaxonomy/1002647-0,Carlfriesite,,,,,,,
emu:/test/etaxonomy/1010237-0,Pararammelsbergite,,,,,,,
emu:/test/etaxonomy/1013904-0,Taenite,,,,,,,
emu:/test/etaxonomy/1007258-1,Kamacite,,,,,,,
emu:/test/etaxonomy/1014839-0,Vashegyite,,,,,,,
emu:/test/etaxonomy/1003701-0,Cornetite,,,,,,,
emu:/test/etaxonomy/1009283-3,Narsarsukite,,,,,,,
emu:/test/etaxonomy/1004497-4,Elpidite,,,,,,,
emu:/test/etaxonomy/1014118-0,Thomsenolite,,,,,,,
emu:/test/etaxonomy/1003789-1,Cryolite,,,,,,,
emu:/test/etaxonomy/1001468-0,Atelestite,,,,,,,
emu:/test/etaxonomy/1007132-0,Jamborite,,,,,,,
emu:/test/etaxonomy/1001937-4,Beryl,,,,,,,
emu:/test/etaxonomy/1001128-1,Anilite,,,,,,,
emu:/test/etaxonomy/1012722-0,Scholzite,,,,,,,
emu:/test/etaxonomy/1010246-1,Parascholzite,,,,,,,
emu:/test/etaxonomy/1012829-0,Selenite,,,,,,,
emu:/test/etaxonomy/1008932-1,Mimetite,,,,,,,
emu:/test/etaxonomy/1001566-0,Bahianite,,,,,,,
emu:/test/etaxonomy/1001136-1,Ankerite,,,,,,,
emu:/test/etaxonomy/1006342-0,Hedyphane,,,,,,,
emu:/test/etaxonomy/1011921-1,Richterite,,,,,,,
emu:/test/etaxonomy/1002743-2,Cerargyrite,,,,,,,
emu:/test/etaxonomy/1007005-0,Iodargyrite,,,,,,,
emu:/test/etaxonomy/1007127-2,Jahnsite,,,,,,,
emu:/test/etaxonomy/1015346-0,Xanthoconite,,,,,,,
emu:/test/etaxonomy/1011114-1,Proustite,,,,,,,
emu:/test/etaxonomy/1013764-0,Svabite,,,,,,,
emu:/test/etaxonomy/1010493-1,Perloffite,,,,,,,
emu:/test/etaxonomy/1007525-2,Kryzhanovskite,,,,,,,
emu:/test/etaxonomy/1015172-3,Whitmoreite,,,,,,,
emu:/test/etaxonomy/1008476-1,Mansfieldite,,,,,,,
emu:/test/etaxonomy/1012835-1,Selensulfur,,,,,,,
emu:/test/etaxonomy/1008688-0,Melanterite,,,,,,,
emu:/test/etaxonomy/1014628-1,Tyuyamunite,,,,,,,
emu:/test/etaxonomy/1014032-2,Tenorite,,,,,,,
emu:/test/etaxonomy/1003753-2,Covellite,,,,,,,
emu:/test/etaxonomy/1002574-0,Canavesite,,,,,,,
emu:/test/etaxonomy/1015430-1,Yoshikawaite,,,,,,,
emu:/test/etaxonomy/1012842-1,Semi-opal,,,,,,,
emu:/test/etaxonomy/1006472-1,Hilgardite,,,,,,,
emu:/test/etaxonomy/1002149-3,Boracite,,,,,,,
emu:/test/etaxonomy/1010229-0,Paramontroseite,,,,,,,
emu:/test/etaxonomy/1011692-0,Rajite,,,,,,,
emu:/test/etaxonomy/1004340-1,Dresserite,,,,,,,
emu:/test/etaxonomy/1003460-0,Cohenite,,,,,,,
emu:/test/etaxonomy/1012731-1,Schreibersite,,,,,,,
emu:/test/etaxonomy/1002325-0,Bromargyrite,,,,,,,
emu:/test/etaxonomy/1006711-1,Huntilite,,,,,,,
emu:/test/etaxonomy/1013490-2,Turquoise,,,,,,,
emu:/test/etaxonomy/1015324-0,Woodruffite,,,,,,,
emu:/test/etaxonomy/1001931-3,Berthierite,,,,,,,
emu:/test/etaxonomy/1001461-2,Astrophyllite,,,,,,,
emu:/test/etaxonomy/1013783-3,Syenite,,,,,,,
emu:/test/etaxonomy/1014159-0,Tilasite,,,,,,,
emu:/test/etaxonomy/1008684-0,Melanotekite,,,,,,,
emu:/test/etaxonomy/1007928-0,Lillianite,,,,,,,
emu:/test/etaxonomy/1014124-0,Thorianite,,,,,,,
emu:/test/etaxonomy/1008662-1,Melaconite,,,,,,,
emu:/test/etaxonomy/1008662-3,Melaconite,,,,,,,
emu:/test/etaxonomy/1014846-0,Veenite,,,,,,,
emu:/test/etaxonomy/1009454-0,Niocalite,,,,,,,
emu:/test/etaxonomy/1012145-0,Sanbornite,,,,,,,
emu:/test/etaxonomy/1005385-1,Gillespite,,,,,,,
emu:/test/etaxonomy/1010246-2,Parascholzite,,,,,,,
emu:/test/etaxonomy/1012711-0,Schmitterite,,,,,,,
emu:/test/etaxonomy/1004512-1,Emmonsite,,,,,,,
emu:/test/etaxonomy/1007670-0,Latiumite,,,,,,,
emu:/test/etaxonomy/1004615-0,Eskolaite,,,,,,,
emu:/test/etaxonomy/1006208-1,Guyanaite,,,,,,,
emu:/test/etaxonomy/1002207-2,Bracewellite,,,,,,,
emu:/test/etaxonomy/1015547-0,Zinnwaldite,,,,,,,
emu:/test/etaxonomy/1000961-0,Anapaite,,,,,,,
emu:/test/etaxonomy/1015009-0,Vonsenite,,,,,,,
emu:/test/etaxonomy/1009265-0,Nadorite,,,,,,,
emu:/test/etaxonomy/1012428-2,Diopside (var. schefferite),,,,,,,
emu:/test/etaxonomy/1002784-0,Cesbronite,,,,,,,
emu:/test/etaxonomy/1003348-1,Clinochlore,,,,,,,
emu:/test/etaxonomy/1011693-1,Ralstonite,,,,,,,
emu:/test/etaxonomy/1011128-0,Pseudoboleite,,,,,,,
emu:/test/etaxonomy/1002128-1,Boleite,,,,,,,
emu:/test/etaxonomy/1008751-1,Merwinite,,,,,,,
emu:/test/etaxonomy/1004846-0,Ferro-hornblende,,,,,,,
emu:/test/etaxonomy/1001657-2,Barkevikite,,,,,,,
emu:/test/etaxonomy/1008086-1,Linarite,,,,,,,
emu:/test/etaxonomy/1001171-0,Antarcticite,,,,,,,
emu:/test/etaxonomy/1003790-0,Cryolithionite,,,,,,,
emu:/test/etaxonomy/1013890-0,Tachyhydrite,,,,,,,
emu:/test/etaxonomy/1004630-3,Etc.,,,,,,,
emu:/test/etaxonomy/1010663-0,Picromerite,,,,,,,
emu:/test/etaxonomy/1008618-0,Maucherite,,,,,,,
emu:/test/etaxonomy/1008924-1,Millerite,,,,,,,
emu:/test/etaxonomy/1014438-0,Trolleite,,,,,,,
emu:/test/etaxonomy/1005260-3,Garnet,,,,,,,
emu:/test/etaxonomy/1014412-0,Tritomite,,,,,,,
emu:/test/etaxonomy/1007822-1,Lepidomelane,,,,,,,
emu:/test/etaxonomy/1008703-2,Meliphanite,,,,,,,
emu:/test/etaxonomy/1009355-1,Nepheline,,,,,,,
emu:/test/etaxonomy/1010215-0,Parahopeite,,,,,,,
emu:/test/etaxonomy/1012722-1,Scholzite,,,,,,,
emu:/test/etaxonomy/1008444-3,Manganite,,,,,,,
emu:/test/etaxonomy/1004476-3,Elbaite,,,,,,,
emu:/test/etaxonomy/1006812-2,Hydroxylherderite,,,,,,,
emu:/test/etaxonomy/1009135-3,Moraesite,,,,,,,
emu:/test/etaxonomy/1009469-0,Nobleite,,,,,,,
emu:/test/etaxonomy/1003464-1,Colemanite,,,,,,,
emu:/test/etaxonomy/1006445-3,Heulandite,,,,,,,
emu:/test/etaxonomy/1013620-4,Stilbite,,,,,,,
emu:/test/etaxonomy/1001115-5,Anhydrite,,,,,,,
emu:/test/etaxonomy/1000156-0,Aeschynite-(Y),,,,,,,
emu:/test/etaxonomy/1014768-0,Uranpyrochlore,,,,,,,
emu:/test/etaxonomy/1007606-0,Långbanite,,,,,,,
emu:/test/etaxonomy/1001367-0,Arnimite,,,,,,,
emu:/test/etaxonomy/1001950-0,Beryllonite,,,,,,,
emu:/test/etaxonomy/1014595-0,Turanite,,,,,,,
emu:/test/etaxonomy/1011658-0,Quenselite,,,,,,,
emu:/test/etaxonomy/1007390-0,Kieserite,,,,,,,
emu:/test/etaxonomy/1001417-0,Arthurite,,,,,,,
emu:/test/etaxonomy/1000119-0,Adelite,,,,,,,
emu:/test/etaxonomy/1014159-1,Tilasite,,,,,,,
emu:/test/etaxonomy/1012722-3,Scholzite,,,,,,,
emu:/test/etaxonomy/1013977-0,Aragonite (var. tarnowitzite),,,,,,,
emu:/test/etaxonomy/1013586-0,Sterryite,,,,,,,
emu:/test/etaxonomy/1003470-2,Collinsite,,,,,,,
emu:/test/etaxonomy/1010246-3,Parascholzite,,,,,,,
emu:/test/etaxonomy/1014609-0,Tuscanite,,,,,,,
emu:/test/etaxonomy/1007670-1,Latiumite,,,,,,,
emu:/test/etaxonomy/1009286-0,Nasonite,,,,,,,
emu:/test/etaxonomy/1008546-1,Margarosanite,,,,,,,
emu:/test/etaxonomy/1005779-0,Gowerite,,,,,,,
emu:/test/etaxonomy/1014075-1,Tetrahedrite,,,,,,,
emu:/test/etaxonomy/1002192-1,Boulangerite,,,,,,,
emu:/test/etaxonomy/1015585-0,Zorite,,,,,,,
emu:/test/etaxonomy/1008390-1,Mangan-neptunite,,,,,,,
emu:/test/etaxonomy/1006192-0,Guilleminite,,,,,,,
emu:/test/etaxonomy/1003866-1,Cuprosklodowskite,,,,,,,
emu:/test/etaxonomy/1004113-2,Digenite,,,,,,,
emu:/test/etaxonomy/1013358-1,Soddyite,,,,,,,
emu:/test/etaxonomy/1012812-0,Seeligerite,,,,,,,
emu:/test/etaxonomy/1009286-1,Nasonite,,,,,,,
emu:/test/etaxonomy/1001822-0,Baumhauerite,,,,,,,
emu:/test/etaxonomy/1010077-0,Orthopinakiolite,,,,,,,
emu:/test/etaxonomy/1010688-0,Pinakiolite,,,,,,,
emu:/test/etaxonomy/1002724-1,Celadonite,,,,,,,
emu:/test/etaxonomy/1014414-0,Tritomite-(Y),,,,,,,
emu:/test/etaxonomy/1006260-0,Halotrichite,,,,,,,
emu:/test/etaxonomy/1006306-2,Hatchettolite,,,,,,,
emu:/test/etaxonomy/1004494-2,Ellsworthite,,,,,,,
emu:/test/etaxonomy/1002730-1,Celestine,,,,,,,
emu:/test/etaxonomy/1014905-0,Viséite,,,,,,,
emu:/test/etaxonomy/1001237-0,Aphthitalite,,,,,,,
emu:/test/etaxonomy/1001519-0,Aurorite,,,,,,,
emu:/test/etaxonomy/1000640-2,Albite (var. pericline),,,,,,,
emu:/test/etaxonomy/1010260-0,Parawollastonite,,,,,,,
emu:/test/etaxonomy/1013970-0,Taramellite,,,,,,,
emu:/test/etaxonomy/1014358-1,Traskite,,,,,,,
emu:/test/etaxonomy/1002085-2,Aegirine-augite (var. blanfordite),,,,,,,
emu:/test/etaxonomy/1008703-0,Meliphanite,,,,,,,
emu:/test/etaxonomy/1006189-1,Gugiaite,,,,,,,
emu:/test/etaxonomy/1001868-0,Behoite,,,,,,,
emu:/test/etaxonomy/1005194-1,Gadolinite,,,,,,,
emu:/test/etaxonomy/1012036-0,Rowlandite,,,,,,,
emu:/test/etaxonomy/1006814-4,Hydrozincite,,,,,,,
emu:/test/etaxonomy/1009467-1,Uraninite (var. nivenite),,,,,,,
emu:/test/etaxonomy/1013863-0,Synchysite-(Y),,,,,,,
emu:/test/etaxonomy/1004332-2,Doverite,,,,,,,
emu:/test/etaxonomy/1015285-0,Wöhlerite,,,,,,,
emu:/test/etaxonomy/1002672-0,Caryinite,,,,,,,
emu:/test/etaxonomy/1003787-1,Crylite,,,,,,,
emu:/test/etaxonomy/1008788-3,Metajarlite,,,,,,,
emu:/test/etaxonomy/1015458-0,Yttropyrochlore,,,,,,,
emu:/test/etaxonomy/1015182-1,Wiikite,,,,,,,
emu:/test/etaxonomy/1007386-0,Kidwellite,,,,,,,
emu:/test/etaxonomy/1002034-0,Bismoclite,,,,,,,
emu:/test/etaxonomy/1003694-0,Corderoite,,,,,,,
emu:/test/etaxonomy/1003874-0,Curetonite,,,,,,,
emu:/test/etaxonomy/1012061-0,Ruizite,,,,,,,
emu:/test/etaxonomy/1015208-0,Willyamite,,,,,,,
emu:/test/etaxonomy/1007313-1,Kasompiite,,,,,,,
emu:/test/etaxonomy/1013861-0,Synchysite,,,,,,,
emu:/test/etaxonomy/1004575-0,Epsomite,,,,,,,
emu:/test/etaxonomy/1015565-0,Zirfesite,,,,,,,
emu:/test/etaxonomy/1004460-0,Ekanite,,,,,,,
emu:/test/etaxonomy/1007270-2,Kanaekanite,,,,,,,
emu:/test/etaxonomy/1009639-0,Oliveiraite,,,,,,,
emu:/test/etaxonomy/1004807-1,Fergusonite,,,,,,,
emu:/test/etaxonomy/1011762-4,Reevesite,,,,,,,
emu:/test/etaxonomy/1008924-5,Millerite,,,,,,,
emu:/test/etaxonomy/1014900-6,Violarite,,,,,,,
emu:/test/etaxonomy/1015198-1,Willemseite,,,,,,,
emu:/test/etaxonomy/1014900-3,Violarite,,,,,,,
emu:/test/etaxonomy/1005687-4,Goethite,,,,,,,
emu:/test/etaxonomy/1014384-5,Trevorite,,,,,,,
emu:/test/etaxonomy/1011997-1,Roscherite,,,,,,,
emu:/test/etaxonomy/1001937-2,Beryl,,,,,,,
emu:/test/etaxonomy/1004533-0,Englishite,,,,,,,
emu:/test/etaxonomy/1009080-3,Montgomeryite,,,,,,,
emu:/test/etaxonomy/1008644-0,Mcguinnessite,,,,,,,
emu:/test/etaxonomy/1001966-1,Beudantite,,,,,,,
emu:/test/etaxonomy/1012641-0,Quartz schist,,,,,,,
emu:/test/etaxonomy/1015769-3,Tourmaline,,,,,,,
emu:/test/etaxonomy/1004937-0,Florencite-(Ce),,,,,,,
emu:/test/etaxonomy/1012677-0,Staurolite schist,,,,,,,
emu:/test/etaxonomy/1003235-3,Chrysocolla,,,,,,,
emu:/test/etaxonomy/1002029-4,Bisbeeite,,,,,,,
emu:/test/etaxonomy/1011705-0,Ranciéite,,,,,,,
emu:/test/etaxonomy/1006566-0,Hornblendite,,,,,,,
emu:/test/etaxonomy/1002210-0,Bradleyite,,,,,,,
emu:/test/etaxonomy/1003901-0,Cyprusite,,,,,,,
emu:/test/etaxonomy/1014451-1,Tscheffkinite,,,,,,,
emu:/test/etaxonomy/1001540-0,Azovskite,,,,,,,
emu:/test/etaxonomy/1008439-0,Manganhumite,,,,,,,
emu:/test/etaxonomy/1015025-0,Vysotskite,,,,,,,
emu:/test/etaxonomy/1008096-1,Linnaeite,,,,,,,
emu:/test/etaxonomy/1008707-0,Melkovite,,,,,,,
emu:/test/etaxonomy/1015216-1,Winstanleyite,,,,,,,
emu:/test/etaxonomy/1007143-2,Jarosite,,,,,,,
emu:/test/etaxonomy/1011971-3,Rodalquilarite,,,,,,,
emu:/test/etaxonomy/1000747-4,Cerussite,,,,,,,
emu:/test/etaxonomy/1006981-0,Indite,,,,,,,
emu:/test/etaxonomy/1004411-1,Dzhalindite,,,,,,,
emu:/test/etaxonomy/1006270-0,Hannayite,,,,,,,
emu:/test/etaxonomy/1008829-1,Metavariscite,,,,,,,
emu:/test/etaxonomy/1003077-0,Chiavennite,,,,,,,
emu:/test/etaxonomy/1000613-0,Aktashite,,,,,,,
emu:/test/etaxonomy/1015210-1,Wilsonite,,,,,,,
emu:/test/etaxonomy/1012906-0,Shakhovite,,,,,,,
emu:/test/etaxonomy/1015417-0,Yecoraite,,,,,,,
emu:/test/etaxonomy/1006816-0,Hypercinnabar,,,,,,,
emu:/test/etaxonomy/10592215-0,Högbomite,,,,,,,
emu:/test/etaxonomy/1014062-0,Dolomite (var. teruelite),,,,,,,
emu:/test/etaxonomy/1009283-0,Narsarsukite,,,,,,,
emu:/test/etaxonomy/1002731-0,Celestite,,,,,,,
emu:/test/etaxonomy/1001177-0,Anthonyite,,,,,,,
emu:/test/etaxonomy/1007838-0,Leucite,,,,,,,
emu:/test/etaxonomy/1006775-1,Hydromagnesite,,,,,,,
emu:/test/etaxonomy/1005754-1,Gorceixite,,,,,,,
emu:/test/etaxonomy/1010540-0,Philipsburgite,,,,,,,
emu:/test/etaxonomy/1004839-0,Hydrokenoelsmoreite (var. ferritungstite),,,,,,,
emu:/test/etaxonomy/1011229-0,Purpurite,,,,,,,
emu:/test/etaxonomy/1008421-2,Manganese oxide,,,,,,,
emu:/test/etaxonomy/1015167-0,Whiteite,,,,,,,
emu:/test/etaxonomy/1015024-0,Vuorelainenite,,,,,,,
emu:/test/etaxonomy/1013540-0,Stannite,,,,,,,
emu:/test/etaxonomy/1004945-0,Fluellite,,,,,,,
emu:/test/etaxonomy/1014075-2,Tetrahedrite,,,,,,,
emu:/test/etaxonomy/1003781-0,Cronstedtite,,,,,,,
emu:/test/etaxonomy/1014580-0,Tunellite,,,,,,,
emu:/test/etaxonomy/1008845-0,Meyerhofferite,,,,,,,
emu:/test/etaxonomy/1001521-0,Austinite,,,,,,,
emu:/test/etaxonomy/1005006-1,Opal (var. forcherite),,,,,,,
emu:/test/etaxonomy/1014715-3,Unknown,,,,,,,
emu:/test/etaxonomy/1007614-0,Lanthanite-(Ce),,,,,,,
emu:/test/etaxonomy/1002724-0,Celadonite,,,,,,,
emu:/test/etaxonomy/1003819-0,Cumengeite,,,,,,,
emu:/test/etaxonomy/1001991-4,Bindheimite,,,,,,,
emu:/test/etaxonomy/1002197-5,Bournonite,,,,,,,
emu:/test/etaxonomy/1011427-6,Quartz,,,,,,,
emu:/test/etaxonomy/1001464-7,Atacamite,,,,,,,
emu:/test/etaxonomy/1011693-2,Ralstonite,,,,,,,
emu:/test/etaxonomy/1007145-0,Jaskólskiite,,,,,,,
emu:/test/etaxonomy/1003457-1,Coesite,,,,,,,
emu:/test/etaxonomy/1001391-0,Arseniosiderite,,,,,,,
emu:/test/etaxonomy/1008159-3,Löllingite,,,,,,,
emu:/test/etaxonomy/1008341-0,Mäkinenite,,,,,,,
emu:/test/etaxonomy/1002668-0,Carpholite,,,,,,,
emu:/test/etaxonomy/1012781-0,Scotlandite,,,,,,,
emu:/test/etaxonomy/1007103-0,Itoite,,,,,,,
emu:/test/etaxonomy/1008173-0,Loseyite,,,,,,,
emu:/test/etaxonomy/1008648-0,Mckelvyite,,,,,,,
emu:/test/etaxonomy/1007180-0,Joesmithite,,,,,,,
emu:/test/etaxonomy/1015177-0,Wickmanite,,,,,,,
emu:/test/etaxonomy/1004927-0,Fleischerite,,,,,,,
emu:/test/etaxonomy/1003252-0,Chudobaite,,,,,,,
emu:/test/etaxonomy/1011014-0,Poseyite,,,,,,,
emu:/test/etaxonomy/1000881-0,Amphibole,,,,,,,
emu:/test/etaxonomy/1002157-1,Borgniezite,,,,,,,
emu:/test/etaxonomy/1011671-0,Quisqueite,,,,,,,
emu:/test/etaxonomy/1006908-0,Imerinite,,,,,,,
emu:/test/etaxonomy/1003006-0,Chantalite,,,,,,,
emu:/test/etaxonomy/1014445-2,Truscottite,,,,,,,
emu:/test/etaxonomy/1009619-0,Ogdensburgite,,,,,,,
emu:/test/etaxonomy/1014116-0,Thometzekite,,,,,,,
emu:/test/etaxonomy/1001109-1,Anglesite,,,,,,,
emu:/test/etaxonomy/1007384-0,Kiddcreekite,,,,,,,
emu:/test/etaxonomy/1002124-0,Bohdanowiczite,,,,,,,
emu:/test/etaxonomy/1012060-0,Rucklidgeite,,,,,,,
emu:/test/etaxonomy/1011113-0,Proudite,,,,,,,
emu:/test/etaxonomy/1007540-1,Kupfferite (of Hermann),,,,,,,
emu:/test/etaxonomy/1009151-1,Mosandrite,,,,,,,
emu:/test/etaxonomy/1002365-3,Bucklandite (of Lévy),,,,,,,
emu:/test/etaxonomy/1010536-1,Muscovite (var. phengite),,,,,,,
emu:/test/etaxonomy/1005464-4,Glaucophane,,,,,,,
emu:/test/etaxonomy/1004905-0,Filipstadite,,,,,,,
emu:/test/etaxonomy/1006989-1,Ingersonite,,,,,,,
emu:/test/etaxonomy/1003282-3,Clay,,,,,,,
emu:/test/etaxonomy/1001955-1,Berzelite,,,,,,,
emu:/test/etaxonomy/1004418-0,Earlshannonite,,,,,,,
emu:/test/etaxonomy/1014081-0,Tetrawickmanite,,,,,,,
emu:/test/etaxonomy/1013395-1,Sonolite,,,,,,,
emu:/test/etaxonomy/1014207-2,Titanite,,,,,,,
emu:/test/etaxonomy/1014097-3,Thaumaste,,,,,,,
emu:/test/etaxonomy/1000176-3,Epidote,,,,,,,
emu:/test/etaxonomy/1003353-0,Clinochlore (var. ripidolite),,,,,,,
emu:/test/etaxonomy/1014094-1,Thaumasite,,,,,,,
emu:/test/etaxonomy/1000093-4,Actinolite,,,,,,,
emu:/test/etaxonomy/1006093-1,Greenalite,,,,,,,
emu:/test/etaxonomy/1007189-0,Johninnesite,,,,,,,
emu:/test/etaxonomy/1011911-0,Ribbeite,,,,,,,
emu:/test/etaxonomy/1006503-0,Holdawayite,,,,,,,
emu:/test/etaxonomy/1010196-0,Parabrandtite,,,,,,,
emu:/test/etaxonomy/1012362-2,Sarkinite,,,,,,,
emu:/test/etaxonomy/1014591-0,Tungusite,,,,,,,
emu:/test/etaxonomy/1003338-0,Cliffordite,,,,,,,
emu:/test/etaxonomy/1013398-0,Sonoraite,,,,,,,
emu:/test/etaxonomy/1009006-0,Moctezumite,,,,,,,
emu:/test/etaxonomy/1002383-0,Burckhardtite,,,,,,,
emu:/test/etaxonomy/1001571-0,Baileychlore,,,,,,,
emu:/test/etaxonomy/1014597-1,Turgite,,,,,,,
emu:/test/etaxonomy/1004837-1,Ferrite,,,,,,,
emu:/test/etaxonomy/1014917-3,Vivianite,,,,,,,
emu:/test/etaxonomy/1000072-0,Abswurmbachite,,,,,,,
emu:/test/etaxonomy/1013760-1,Sursassite,,,,,,,
emu:/test/etaxonomy/1011760-0,Reedmergnerite,,,,,,,
emu:/test/etaxonomy/1010116-0,Overite,,,,,,,
emu:/test/etaxonomy/1013529-0,Stalactite,,,,,,,
emu:/test/etaxonomy/1001234-0,Aphrosiderite,,,,,,,
emu:/test/etaxonomy/1001234-2,Aphrosiderite,,,,,,,
emu:/test/etaxonomy/1001234-1,Aphrosiderite,,,,,,,
emu:/test/etaxonomy/1015318-0,Petrified wood,,,,,,,
emu:/test/etaxonomy/1006807-0,Hydroxyapophyllite,,,,,,,
emu:/test/etaxonomy/1009736-2,Opal,,,,,,,
emu:/test/etaxonomy/1005854-0,Micro granite,,,,,,,
